timestamp_utc,batch_id,operational_state,WHP_WELL_A_bar,WHP_WELL_B_bar,ANNULUS_PRESS_bar,INJ_RATE_FT01_m3h,INJ_RATE_FT02_m3h,CO2_TOTAL_SENSOR_m3,CO2_TOTAL_CALC_m3,TEMP_SURF_01_degC,TEMP_SURF_02_degC,CO2_TRACER_01_ppm,WATER_FLOW_m3h,ENERGY_PER_TONNE_kWht,INGESTION_LATENCY_sec
2024-03-15 06:00:00,STR1-PASS-2024-03-15,active_injection,142.55,142.362,122.098,86.526,86.131,2.893,2.884,22.274,22.806,44.685,12.341,178.433,14.8
2024-03-15 06:02:00,STR1-PASS-2024-03-15,active_injection,142.862,142.736,120.619,86.691,86.951,5.791,5.774,22.288,22.965,44.907,12.403,178.129,15.8
2024-03-15 06:04:00,STR1-PASS-2024-03-15,active_injection,142.803,142.109,122.559,86.779,86.65,8.693,8.667,22.359,22.986,44.845,12.28,178.754,35.6
2024-03-15 06:06:00,STR1-PASS-2024-03-15,active_injection,142.766,143.075,122.164,86.785,85.796,11.594,11.559,22.433,22.965,44.492,12.353,178.678,26.1
2024-03-15 06:08:00,STR1-PASS-2024-03-15,active_injection,142.97,142.903,122.33,87.113,87.605,14.507,14.463,22.38,22.857,44.446,12.38,178.336,18.1
2024-03-15 06:10:00,STR1-PASS-2024-03-15,active_injection,142.643,143.287,122.044,86.973,87.512,17.414,17.362,22.456,22.834,44.599,12.307,178.522,11.4
2024-03-15 06:12:00,STR1-PASS-2024-03-15,active_injection,142.523,142.005,121.716,86.87,86.691,20.319,20.258,22.517,22.923,45.268,12.348,179.079,10.1
2024-03-15 06:14:00,STR1-PASS-2024-03-15,active_injection,141.579,142.261,120.343,86.561,86.467,23.213,23.143,22.53,22.521,44.362,12.168,180.219,12.1
2024-03-15 06:16:00,STR1-PASS-2024-03-15,active_injection,141.556,141.401,119.736,86.312,86.05,26.098,26.02,22.53,22.482,44.538,12.287,179.515,25.1
2024-03-15 06:18:00,STR1-PASS-2024-03-15,active_injection,141.725,141.419,120.876,86.314,86.504,28.984,28.898,22.369,22.623,44.813,12.175,179.722,5.1
2024-03-15 06:20:00,STR1-PASS-2024-03-15,active_injection,141.522,141.28,120.4,86.343,86.048,31.871,31.776,22.283,22.595,44.97,12.002,179.357,32.3
2024-03-15 06:22:00,STR1-PASS-2024-03-15,active_injection,141.409,141.105,119.643,86.223,86.639,34.754,34.65,22.308,22.683,44.358,12.077,179.258,7.0
2024-03-15 06:24:00,STR1-PASS-2024-03-15,active_injection,141.485,140.441,121.67,86.222,86.15,37.636,37.524,22.392,22.527,44.536,12.18,178.451,5.3
2024-03-15 06:26:00,STR1-PASS-2024-03-15,active_injection,141.698,142.018,121.116,86.208,85.559,40.519,40.397,22.272,22.827,45.467,12.362,176.992,27.2
2024-03-15 06:28:00,STR1-PASS-2024-03-15,active_injection,141.941,142.328,120.401,86.454,86.797,43.409,43.279,22.2,22.991,45.389,12.338,175.823,17.3
2024-03-15 06:30:00,STR1-PASS-2024-03-15,active_injection,141.604,142.244,119.104,86.663,86.898,46.306,46.168,22.308,22.827,45.47,12.476,175.694,20.4
2024-03-15 06:32:00,STR1-PASS-2024-03-15,active_injection,141.453,141.806,119.565,86.931,86.007,49.213,49.066,22.427,22.828,45.7,12.626,175.634,27.3
2024-03-15 06:34:00,STR1-PASS-2024-03-15,active_injection,141.467,141.795,120.638,87.307,87.4,52.132,51.976,22.532,22.769,46.142,12.744,176.111,8.5
2024-03-15 06:36:00,STR1-PASS-2024-03-15,active_injection,141.196,140.357,119.811,87.571,87.851,55.06,54.895,22.4,22.992,45.828,12.617,176.304,10.7
2024-03-15 06:38:00,STR1-PASS-2024-03-15,active_injection,141.601,141.692,119.306,87.565,87.519,57.987,57.814,22.5,23.132,45.537,12.618,176.046,11.5
2024-03-15 06:40:00,STR1-PASS-2024-03-15,active_injection,141.146,140.579,120.188,87.383,87.143,60.909,60.726,22.546,23.03,45.62,12.773,177.629,8.8
2024-03-15 06:42:00,STR1-PASS-2024-03-15,active_injection,141.224,141.085,119.913,87.198,87.813,63.824,63.633,22.456,23.135,46.078,12.549,178.804,3.2
